Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-345912086243901,EHR-LUS16,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020303,,,34.98675,-86.4108055555556,NAD83,34.98675,-86.4108055555556,NAD83,,733b1526-d87b-43c1-bf21-5f8a150a1c2c,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-05-31,10:45:00,CDT,,,,29.0,ft,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,53335c55-73a4-43fa-a316-ff9703a3d2ae,3.21,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-340601086004201,Well REECE CITY 1 Etowah County Al,Well,,Alabama,United States of America,Etowah County,US,AL,,03150106,031501060106,,,34.100373699869,-86.0116391039765,NAD83,34.100373699869,-86.0116391039765,NAD83,,4d901858-ded1-471a-8169-cb778a701efe,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1988-07-12,19:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Phosphorus,"Phosphorus as phosphorus, water, unfiltered",7723-14-0,as P,Unfiltered,,,,,,,,,,,,,,,,,,,b149288c-2b44-464c-abeb-053cd8a9684c,0.060,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00665,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""24999BI90""]",,,,,,USGS-322343086143901,Well NAWQA LUSRC1-5 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.39475,-86.2443055555556,NAD83,32.39475,-86.2443055555556,NAD83,,90a149ce-3193-48b3-a690-90352bf283e4,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-3230091 4 drops HCL,,,,,,,,,,,,2004-11-17,12:00:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,b250a905-8d30-41e9-aefe-dc3d3793c65a,1.15,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-315324085085301,Well  K 8  315324085085301 Barbour County Al,Well,,Alabama,United States of America,Barbour County,US,AL,,03130003,031300031303,,,31.8901605922958,-85.1479876219968,NAD83,31.8901605922958,-85.1479876219968,NAD83,,f29b3647-3bbf-4981-ac80-7111b2f3e59f,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1981-06-12,10:15:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrite,"Nitrite as nitrogen, water, filtered",14797-65-0,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,48d91463-46ad-4d20-880f-3cf56aca7502,0.000,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00613,Tuscaloosa Formation
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,Not Detected,Ammonia-nitrogen,,,as N,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672104,,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00608][Description: NITROGEN, AMMONIA, DISSOLVED (MG/L AS N)][Value: 0][Remark: T - Value reported is less than the Quantification Limit",Method Detection Level,UNKNOWN,mg/L,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,AMMONIA,Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,Not Detected,Nitrite,,14797-65-0,as N,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672105,,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00613][Description: NITRITE NITROGEN, DISSOLVED (MG/L AS N)][Value: 0][Remark: T - Value reported is less than the Quantification Limit",Method Detection Level,UNKNOWN,mg/L,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,NITRITE,Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,Not Detected,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672117,,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00671][Description: PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (MG/L AS P)][Value: 0][Remark: T - Value reported is less than the Quantification Limit",Method Detection Level,UNKNOWN,mg/L,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,Not Detected,Phosphorus,,7723-14-0,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672118,,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00666][Description: PHOSPHORUS, DISSOLVED (MG/L AS P)][Value: 0][Remark: T - Value reported is less than the Quantification Limit",Method Detection Level,UNKNOWN,mg/L,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,"TOTAL PHOSPHORUS, MIXED FORMS",Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,,Nitrate,,14797-55-8,as N,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672106,.8,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00618][Description: NITRATE NITROGEN, DISSOLVED (MG/L AS N)][Value: 0.8",,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,NITRATE,Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
11NPSWRD_WQX,National Park Service Water Resources Division,"[""RUCA0001""]","[""Water Availability in Jackson County, Alabama - 1989""]","[""N""]",,,,11NPSWRD_WQX-RUCA_ALGS_C-3,NPS RUSSELL CAVE NM-TEST WELL,Well,"THE SITE IS LOCATED ON THE DORAN COVE; ALTN 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS LOCATED AT THE NATIONAL PARK SERVICE TEST WELL INSIDE RUSSELL CAVE NATIONAL MONUMENT BOUNDARIES. THE WELL WAS DRILLED JUST NORTH OF RUSSELL CAVE IN 1962 AS PART OF A STUDY TO LOCATE GROUND WATER SOURCES ADEQUATE FOR THE NEEDS OF PROPOSED PARK DEVELOPMENT.  THE SITE FOR DRILLING THE WELL WAS SELECTED BASED ON CONVENIENCE TO PARK PLANNING AND THE LOCATION OF KNOWN CAVES WHICH WERE A SOURCE OF SURFACE POLLUTION.  DATA ARE FROM A REPORT BY THE WATER RESOURCES DIVISION OF THE GEOLOGICAL SURVEY OF ALABAMA TITLED ""WATER AVAILABILITY IN JACKSON COUNTY; ALABAMA.""  THE REPORT WAS WRITTEN BY ROBERT M. BAKER AND WAS PUBLISHED IN TUSCALOOSA; AL IN 1989. FOR MORE PARK INFORMATION CONTACT RESOURCE MANAGEMENT AT RUSSELL CAVE NATIONAL MONUMENT; 3729 COUNTY ROAD 98; BRIDGEPORT AL 35740.  TEL. 2564952672.  DATA WERE PROCESSED AND UPLOADED TO STORET BY ADAM HENSON NPSWRD; 1201 OAK RIDGE DR; FORT COLLINS CO 80525.  TEL. 9702253516.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",Alabama,United States,Jackson,US,AL,071,06030001,,,,34.9776111000,-85.8106389000,NAD27,34.97769303270936,-85.81061351381982,NAD83,0,11NPSWRD_WQX-RUCA_ALGS_C-3_19860219_124672,,Sample-Routine,Water,,,,,,,34.9776111000,-85.8106389000,,,,,,,,,,1986-02-19,,,,,,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),,,,,,,,,,,,,,,,,,,,Kjeldahl nitrogen,,,as N,Dissolved,,,,,,,,,,,,,,,,,,,STORET-744672116,.26,mg/L,,Final,,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00623][Description: NITROGEN, KJELDAHL, DISSOLVED (MG/L AS N)][Value: 0.26",,,,,,,,,,,,,,,,,,,,,,,Wed Feb 19 00:00:00 GMT 1986,Sat Jan 01 00:00:00 GMT 1,CST,,,,,,,,,,,,,,,,,,,,STORET,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),Nutrient,Federal/US Government,Fri Jan 31 08:59:46 GMT 2025,,
